Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
44,CA-2020-406039,30/09/2020,06/10/2020,Standard Class,HV-71894,Customer-250,Consumer,United States,Mesa,Arizona,69871,West,OFF-PA-3369,Office Supplies,Paper,Neenah Paper,254.34,6,0.0,41.52
45,CA-2021-413058,26/02/2021,01/03/2021,Standard Class,PR-29476,Customer-458,Consumer,United States,Newark,New Jersey,80592,East,OFF-FA-8935,Office Supplies,Fasteners,Acco Binder Clips,55.82,6,0.2,3.25
46,CA-2020-595951,09/12/2020,13/12/2020,Standard Class,VK-96991,Customer-668,Home Office,United States,Huntsville,Alabama,29936,South,OFF-AR-9115,Office Supplies,Art,Pilot Rollerball,43.52,1,0.0,4.87
47,CA-2019-178463,19/03/2019,22/03/2019,Standard Class,ZI-62098,Customer-666,Home Office,United States,Minneapolis,Minnesota,20527,Central,FUR-ST-6383,Furniture,Storage,3M Corkboard,32.16,1,0.3,4.08
48,CA-2022-555052,15/10/2022,21/10/2022,Same Day,TS-23173,Customer-455,Home Office,United States,Chattanooga,Tennessee,31805,South,TEC-PH-5906,Technology,Phones,Apple iPhone,844.65,2,0.5,147.54
49,CA-2019-182804,03/03/2019,05/03/2019,Standard Class,JR-75230,Customer-598,Consumer,United States,Minneapolis,Minnesota,28758,Central,FUR-TA-4804,Furniture,Tables,Chromcraft Oval Table,1497.14,2,0.2,-169.18
50,CA-2021-716113,04/08/2021,11/08/2021,Second Class,ZR-69878,Customer-310,Corporate,United States,Springfield,Missouri,36111,Central,OFF-LA-7302,Office Supplies,Labels,Pres-a-ply Labels,26.85,3,0.0,2.0
51,CA-2021-819112,18/09/2021,20/09/2021,Standard Class,ZX-75107,Customer-294,Consumer,United States,Akron,Ohio,40162,East,TEC-MA-6772,Technology,Machines,Hoover Vacuum,2543.03,7,0.0,321.93
52,CA-2020-707727,26/03/2020,02/04/2020,Standard Class,DX-52823,Customer-766,Corporate,United States,Greensboro,North Carolina,64460,East,OFF-ST-3877,Office Supplies,Storage,Rogers Desktop Organizer,681.7,5,0.0,50.5
53,CA-2020-591081,18/02/2020,21/02/2020,First Class,DZ-98647,Customer-742,Home Office,United States,Carmel,Indiana,98395,Central,OFF-AP-7511,Office Supplies,Appliances,Breville Toaster,398.71,6,0.3,71.94
54,CA-2022-489518,17/02/2022,21/02/2022,Second Class,GA-83584,Customer-336,Consumer,United States,West Jordan,Utah,89964,West,FUR-FU-4626,Furniture,Furnishings,Fiskars Scissors,276.72,3,0.1,36.59
55,CA-2022-242254,21/08/2022,23/08/2022,Standard Class,JY-80804,Customer-430,Corporate,United States,Southaven,Mississippi,86983,South,TEC-PH-3531,Technology,Phones,Samsung Galaxy Tab,544.84,1,0.0,102.83
56,CA-2021-480303,01/05/2021,08/05/2021,Second Class,RO-94518,Customer-368,Corporate,United States,West Jordan,Utah,17936,West,OFF-AP-7523,Office Supplies,Appliances,Hoover Electric,233.4,3,0.0,28.85
57,CA-2020-315173,21/07/2020,24/07/2020,Second Class,TF-38305,Customer-239,Consumer,United States,West Jordan,Utah,53064,West,TEC-AC-3417,Technology,Accessories,Logitech Mouse,36.69,1,0.5,9.12
58,CA-2022-349489,07/05/2022,09/05/2022,Standard Class,AG-26614,Customer-760,Home Office,United States,St. Paul,Minnesota,65176,Central,FUR-TA-9619,Furniture,Tables,Bretford CR4500 Table,700.53,3,0.0,-35.73
59,CA-2019-790909,23/08/2019,30/08/2019,Standard Class,LZ-17972,Customer-491,Corporate,United States,North Las Vegas,Nevada,62640,West,FUR-CH-7984,Furniture,Chairs,Sauder Chair,1518.12,2,0.0,255.53
60,CA-2022-440981,08/11/2022,10/11/2022,Standard Class,PH-76263,Customer-620,Consumer,United States,Hattiesburg,Mississippi,66387,South,TEC-AC-2624,Technology,Accessories,Belkin USB Hub,56.02,1,0.1,12.6
61,CA-2022-492483,10/12/2022,12/12/2022,First Class,RM-21957,Customer-88,Home Office,United States,Toledo,Ohio,22219,East,FUR-FU-8075,Furniture,Furnishings,Smead File Pockets,37.58,2,0.0,4.38
62,CA-2019-886730,19/07/2019,26/07/2019,Standard Class,XB-47700,Customer-615,Corporate,United States,St. Paul,Minnesota,50953,Central,FUR-ST-6761,Furniture,Storage,Cardinal EasyOpen,42.0,1,0.0,4.05
63,CA-2019-688215,03/08/2019,09/08/2019,Same Day,VP-94239,Customer-571,Consumer,United States,Erie,Pennsylvania,13441,East,TEC-AC-5381,Technology,Accessories,Plantronics Headset,62.93,1,0.0,13.4
64,CA-2019-132146,03/03/2019,06/03/2019,Second Class,NJ-69460,Customer-350,Home Office,United States,Green Bay,Wisconsin,30631,Central,TEC-CO-7062,Technology,Computers,Apple MacBook Pro,2082.5,2,0.0,402.58
65,CA-2020-544611,02/10/2020,09/10/2020,Standard Class,LH-77154,Customer-117,Corporate,United States,Bloomington,Minnesota,55242,Central,OFF-ST-8043,Office Supplies,Storage,Storex Durable Binder,86.88,3,0.0,6.46
66,CA-2019-367931,18/08/2019,22/08/2019,Second Class,DM-66446,Customer-180,Consumer,United States,Shreveport,Louisiana,26932,South,FUR-ST-7229,Furniture,Storage,Rogers Desktop Organizer,74.26,1,0.0,3.25
67,CA-2021-428267,28/12/2021,04/01/2022,Standard Class,OS-64747,Customer-297,Home Office,United States,Winston-Salem,North Carolina,25096,East,OFF-PA-7636,Office Supplies,Paper,Neenah Paper,48.48,4,0.0,7.86
68,CA-2019-182467,14/02/2019,18/02/2019,Standard Class,II-53655,Customer-173,Consumer,United States,Edison,New Jersey,20011,East,FUR-BO-9363,Furniture,Bookcases,Bush Stackable Bookcase,305.86,2,0.0,-12.22
69,CA-2022-896028,22/07/2022,24/07/2022,Standard Class,EU-74764,Customer-476,Consumer,United States,Paterson,New Jersey,83889,East,OFF-ST-8354,Office Supplies,Storage,Storex Durable Binder,66.07,1,0.0,2.99
70,CA-2022-584172,28/10/2022,03/11/2022,Standard Class,BV-20057,Customer-661,Consumer,United States,Rochester,Minnesota,21835,Central,TEC-CO-9307,Technology,Copiers,Xerox WorkCentre,3029.1,3,0.0,476.84
71,CA-2021-460120,28/02/2021,05/03/2021,Same Day,CQ-15130,Customer-254,Corporate,United States,Sparks,Nevada,67377,West,TEC-CO-8199,Technology,Copiers,Sharp Copier,374.25,1,0.0,89.79
72,CA-2021-685066,11/12/2021,17/12/2021,Standard Class,HS-96057,Customer-618,Home Office,United States,Arlington,Virginia,29709,East,FUR-BO-6461,Furniture,Bookcases,Mainstays Bookcase,415.44,1,0.0,-19.54
73,CA-2019-930117,18/06/2019,24/06/2019,Standard Class,DS-99838,Customer-540,Home Office,United States,Arlington,Virginia,22249,East,OFF-FA-7937,Office Supplies,Fasteners,Swingline Standard Staples,37.9,2,0.0,2.56
74,CA-2021-206053,09/11/2021,13/11/2021,Standard Class,OT-79013,Customer-39,Consumer,United States,Eugene,Oregon,96760,West,TEC-CO-6517,Technology,Copiers,Canon imageCLASS,465.08,1,0.0,109.03
75,CA-2022-740255,21/06/2022,24/06/2022,Second Class,TL-79993,Customer-245,Consumer,United States,Augusta,Georgia,50562,South,OFF-ST-8684,Office Supplies,Storage,3M Corkboard,72.73,1,0.15,9.23
76,CA-2020-772324,04/02/2020,08/02/2020,Standard Class,JY-77621,Customer-128,Corporate,United States,Huntsville,Alabama,47363,South,FUR-FU-2374,Furniture,Furnishings,Advantus Thumbtacks,484.72,4,0.0,36.35
77,CA-2019-492127,27/11/2019,01/12/2019,Second Class,ZJ-13694,Customer-327,Home Office,United States,Baton Rouge,Louisiana,22987,South,TEC-CO-6493,Technology,Computers,Lenovo ThinkPad,9443.8,5,0.0,1602.1
78,CA-2019-256782,29/10/2019,01/11/2019,Standard Class,SN-24573,Customer-296,Corporate,United States,Gresham,Oregon,41147,West,TEC-CO-5934,Technology,Copiers,Ricoh Aficio,2774.06,2,0.0,475.93
79,CA-2019-405420,09/09/2019,11/09/2019,Standard Class,PG-64600,Customer-192,Consumer,United States,Akron,Ohio,97080,East,TEC-CO-2402,Technology,Copiers,Sharp Copier,1905.03,2,0.1,422.64
80,CA-2021-365971,10/12/2021,14/12/2021,Standard Class,JB-41604,Customer-751,Consumer,United States,Chandler,Arizona,96127,West,OFF-SU-2698,Office Supplies,Supplies,Storex Standard Eraser,19.3,1,0.1,1.89
81,CA-2022-850827,08/04/2022,15/04/2022,Standard Class,LH-15741,Customer-205,Consumer,United States,Chicago,Illinois,15492,Central,TEC-CO-6170,Technology,Computers,Lenovo ThinkPad,8159.55,7,0.0,1170.78
82,CA-2020-230521,29/09/2020,05/10/2020,Standard Class,LK-67637,Customer-396,Consumer,United States,Covington,Kentucky,54438,South,TEC-CO-4060,Technology,Computers,HP EliteBook,1319.48,1,0.2,215.33
83,CA-2021-207581,15/10/2021,22/10/2021,Second Class,RH-88986,Customer-735,Consumer,United States,Clarksville,Tennessee,65851,South,TEC-CO-3730,Technology,Copiers,HP Officejet,2988.24,2,0.0,536.02
84,CA-2022-525942,15/11/2022,20/11/2022,Standard Class,UR-14081,Customer-147,Corporate,United States,Kansas City,Missouri,89635,Central,OFF-FA-8179,Office Supplies,Fasteners,Acco Binder Clips,32.92,2,0.0,3.2
85,CA-2019-180620,15/03/2019,18/03/2019,Standard Class,NK-95139,Customer-286,Consumer,United States,Tacoma,Washington,42717,West,OFF-BI-2858,Office Supplies,Binders,Fellowes Binder,38.74,1,0.0,6.76
86,CA-2019-615060,25/02/2019,04/03/2019,Second Class,DB-32630,Customer-731,Consumer,United States,Akron,Ohio,68341,East,FUR-BO-2438,Furniture,Bookcases,Sauder Bookcase,559.68,3,0.1,-5.93
87,CA-2022-633469,30/10/2022,03/11/2022,Second Class,ZU-41029,Customer-506,Corporate,United States,Milwaukee,Wisconsin,13445,Central,TEC-MA-6912,Technology,Machines,Epson Printer,1271.51,3,0.1,189.92
88,CA-2022-529322,10/02/2022,16/02/2022,Standard Class,BZ-94192,Customer-76,Consumer,United States,Independence,Missouri,68979,Central,OFF-PA-8632,Office Supplies,Paper,Southworth 25% Cotton,41.27,1,0.1,4.58
89,CA-2022-418897,26/10/2022,01/11/2022,Second Class,IS-55353,Customer-532,Corporate,United States,Champaign,Illinois,47230,Central,TEC-CO-2292,Technology,Computers,Lenovo ThinkPad,2862.62,2,0.2,520.45
90,CA-2020-734534,30/05/2020,02/06/2020,Standard Class,YB-13718,Customer-84,Corporate,United States,Rockford,Illinois,15958,Central,TEC-CO-5336,Technology,Computers,Microsoft Surface,3298.22,6,0.15,666.45
91,CA-2022-176517,28/08/2022,31/08/2022,Standard Class,EK-70875,Customer-209,Consumer,United States,New Orleans,Louisiana,54589,South,FUR-BO-3353,Furniture,Bookcases,Sauder Bookcase,853.98,2,0.15,-42.92
92,CA-2020-359961,04/10/2020,11/10/2020,Second Class,BY-90658,Customer-429,Home Office,United States,Green Bay,Wisconsin,42541,Central,TEC-MA-3616,Technology,Machines,Brother Printer,409.77,2,0.1,39.64
93,CA-2020-352422,03/11/2020,09/11/2020,Second Class,JB-74866,Customer-612,Consumer,United States,Springfield,Illinois,95755,Central,FUR-FU-8710,Furniture,Furnishings,Fiskars Scissors,36.12,2,0.0,3.46
94,CA-2020-680096,10/08/2020,16/08/2020,Second Class,KL-82070,Customer-287,Consumer,United States,Salt Lake City,Utah,91689,West,OFF-EN-2946,Office Supplies,Envelopes,Quality Park Envelopes,13.51,1,0.1,1.07
95,CA-2019-848255,23/09/2019,25/09/2019,Standard Class,ML-89463,Customer-528,Corporate,United States,Knoxville,Tennessee,28321,South,TEC-CO-6373,Technology,Computers,Apple MacBook Pro,2084.44,2,0.0,279.09
96,CA-2022-955374,11/06/2022,15/06/2022,Second Class,IC-64596,Customer-598,Corporate,United States,Akron,Ohio,50327,East,TEC-MA-1436,Technology,Machines,Brother Printer,1064.0,4,0.15,106.38
97,CA-2022-961574,09/05/2022,14/05/2022,Standard Class,AY-24404,Customer-196,Corporate,United States,Racine,Wisconsin,12482,Central,OFF-LA-8225,Office Supplies,Labels,Avery Permanent Labels,36.85,2,0.2,2.88
98,CA-2020-601608,06/10/2020,11/10/2020,Standard Class,IE-79878,Customer-351,Consumer,United States,Cleveland,Ohio,81601,East,OFF-LA-6804,Office Supplies,Labels,Avery Address Labels,48.52,3,0.1,6.78
99,CA-2022-317346,18/10/2022,25/10/2022,Standard Class,MM-83464,Customer-739,Consumer,United States,South Bend,Indiana,45842,Central,TEC-AC-5715,Technology,Accessories,Plantronics Headset,194.85,1,0.0,38.76
100,CA-2019-368900,09/09/2019,15/09/2019,Standard Class,FV-45537,Customer-576,Home Office,United States,Huntsville,Alabama,45601,South,OFF-AP-3249,Office Supplies,Appliances,Hoover Electric,187.11,1,0.0,26.99
101,CA-2019-244144,14/08/2019,20/08/2019,Second Class,OY-63334,Customer-669,Corporate,United States,Philadelphia,Pennsylvania,72350,East,FUR-TA-8822,Furniture,Tables,Bretford CR4500 Table,566.44,1,0.1,-35.05
102,CA-2022-283568,27/08/2022,30/08/2022,Standard Class,VY-14763,Customer-407,Corporate,United States,Warren,Michigan,74930,Central,OFF-PA-4052,Office Supplies,Paper,HP Multipurpose Paper,37.54,1,0.2,2.77
103,CA-2020-240718,17/08/2020,19/08/2020,Standard Class,MF-24764,Customer-339,Corporate,United States,Hillsboro,Oregon,31298,West,OFF-EN-8518,Office Supplies,Envelopes,Office Depot Envelopes,37.85,2,0.1,5.64
104,CA-2022-443856,22/08/2022,26/08/2022,Second Class,RE-28430,Customer-489,Corporate,United States,Albany,New York,52415,East,FUR-TA-5064,Furniture,Tables,Chromcraft Oval Table,2060.68,2,0.0,-179.75
105,CA-2019-165142,16/01/2019,20/01/2019,Standard Class,ME-99925,Customer-515,Corporate,United States,Macon,Georgia,50760,South,OFF-AP-2923,Office Supplies,Appliances,Cuisinart Coffeemaker,82.93,3,0.15,14.04
106,CA-2022-593699,03/08/2022,07/08/2022,Standard Class,UV-42435,Customer-697,Consumer,United States,Fort Wayne,Indiana,88094,Central,TEC-CO-2341,Technology,Computers,Lenovo ThinkPad,4107.54,3,0.0,759.58
107,CA-2021-221886,14/12/2021,19/12/2021,Standard Class,SM-76895,Customer-457,Consumer,United States,Fort Worth,Texas,17292,Central,OFF-SU-8429,Office Supplies,Supplies,Sanford EXPO,20.48,2,0.0,1.07
108,CA-2019-147489,30/09/2019,06/10/2019,Standard Class,SO-17897,Customer-71,Consumer,United States,Tuscaloosa,Alabama,71875,South,FUR-BO-1519,Furniture,Bookcases,Bush Stackable Bookcase,432.0,1,0.15,-9.58
109,CA-2020-493892,12/08/2020,17/08/2020,Second Class,ZW-27431,Customer-670,Corporate,United States,Jersey City,New Jersey,55582,East,OFF-FA-2943,Office Supplies,Fasteners,Acco Binder Clips,53.2,7,0.2,6.42
110,CA-2020-497700,03/01/2020,09/01/2020,Standard Class,GJ-46129,Customer-194,Corporate,United States,Baton Rouge,Louisiana,24790,South,TEC-PH-1527,Technology,Phones,Samsung Galaxy Tab,3118.39,7,0.15,444.1
111,CA-2022-560285,16/09/2022,21/09/2022,Second Class,FW-17398,Customer-144,Consumer,United States,Spokane,Washington,76046,West,FUR-FU-5739,Furniture,Furnishings,Avery Binder,394.41,3,0.0,21.47
112,CA-2020-388519,26/04/2020,03/05/2020,Second Class,YW-32955,Customer-642,Corporate,United States,Carmel,Indiana,98965,Central,OFF-AR-7999,Office Supplies,Art,Acme Staple Remover,177.7,4,0.1,21.56
113,CA-2022-990598,14/02/2022,19/02/2022,Second Class,WD-70689,Customer-60,Corporate,United States,Gresham,Oregon,83713,West,TEC-CO-7761,Technology,Copiers,Ricoh Aficio,638.99,1,0.15,126.11
114,CA-2021-381502,05/05/2021,11/05/2021,Standard Class,PB-19539,Customer-193,Consumer,United States,Cleveland,Ohio,87015,East,TEC-PH-4555,Technology,Phones,Cisco TelePresence,900.05,4,0.15,107.15
115,CA-2021-350956,10/09/2021,13/09/2021,Standard Class,UJ-79946,Customer-665,Consumer,United States,Detroit,Michigan,57088,Central,TEC-PH-6053,Technology,Phones,Cisco TelePresence,2919.49,5,0.15,407.75
116,CA-2020-253011,21/06/2020,25/06/2020,Second Class,OP-64732,Customer-303,Corporate,United States,Birmingham,Alabama,29976,South,OFF-EN-4214,Office Supplies,Envelopes,GreenWise Mailers,13.81,1,0.1,1.13
117,CA-2020-583214,08/11/2020,11/11/2020,Second Class,UE-81636,Customer-501,Consumer,United States,Baton Rouge,Louisiana,34123,South,FUR-BO-9882,Furniture,Bookcases,Sauder Bookcase,877.99,3,0.15,-5.3
118,CA-2022-329344,09/08/2022,11/08/2022,Standard Class,JQ-97392,Customer-632,Home Office,United States,Salt Lake City,Utah,73334,West,FUR-CH-8993,Furniture,Chairs,Sauder Chair,523.03,1,0.0,54.97
119,CA-2019-287974,04/02/2019,06/02/2019,Second Class,CD-35156,Customer-635,Corporate,United States,Miami,Florida,79003,South,TEC-MA-5135,Technology,Machines,Hoover Vacuum,758.28,2,0.0,124.34
120,CA-2020-781463,28/12/2020,01/01/2021,Standard Class,CJ-82443,Customer-488,Home Office,United States,Tampa,Florida,17355,South,FUR-TA-1154,Furniture,Tables,Chromcraft Oval Table,1276.48,1,0.0,-39.36
121,CA-2022-694316,12/12/2022,15/12/2022,Standard Class,BB-46749,Customer-557,Corporate,United States,North Las Vegas,Nevada,83860,West,TEC-PH-1539,Technology,Phones,Motorola Edge,1262.94,5,0.3,213.73
122,CA-2020-809922,05/01/2020,09/01/2020,First Class,IT-28343,Customer-706,Consumer,United States,Bellevue,Washington,20279,West,OFF-FA-9204,Office Supplies,Fasteners,Advantus Rubber Bands,11.33,1,0.1,1.3
123,CA-2020-572436,11/12/2020,13/12/2020,Standard Class,JY-66603,Customer-191,Home Office,United States,Henderson,Nevada,99088,West,TEC-AC-7227,Technology,Accessories,SanDisk USB,156.98,1,0.0,30.98
124,CA-2019-211726,27/06/2019,03/07/2019,Second Class,YL-45358,Customer-105,Corporate,United States,St. Paul,Minnesota,27367,Central,TEC-CO-2430,Technology,Computers,Lenovo ThinkPad,3606.31,3,0.15,583.02
